575 575
475 8 293333016.5000000000
475 107 293333016.5000000000
477 78 491471645.0000000000
477 132 491471645.0000000000
476 477 978125.0000000000
478 10 386990227.5000000000
478 176 386990227.5000000000
476 478 105459542.5000000000
480 66 444829372.5000000000
480 109 444829372.5000000000
479 480 54542717.5000000000
482 45 265343433.0000000000
483 19 19781051.0000000000
483 108 19781051.0000000000
482 483 245562382.0000000000
481 482 98252379.0000000000
481 300 363595812.0000000000
479 481 135776278.0000000000
484 31 297709883.0000000000
484 43 297709883.0000000000
485 33 375057323.5000000000
485 104 375057323.5000000000
486 35 284715310.0000000000
487 145 233185490.0000000000
487 146 233185490.0000000000
486 487 51529820.0000000000
488 37 369100049.0000000000
488 250 369100049.0000000000
489 57 379664312.5000000000
489 67 379664312.5000000000
490 62 127499597.0000000000
490 318 127499597.0000000000
491 79 118563151.0000000000
491 363 118563151.0000000000
492 80 426228823.5000000000
492 237 426228823.5000000000
493 84 341445224.0000000000
493 254 341445224.0000000000
494 87 258235127.0000000000
494 152 258235127.0000000000
496 95 56986535.0000000000
496 207 56986535.0000000000
495 496 121015436.5000000000
495 398 178001971.5000000000
497 98 409724472.5000000000
497 323 409724472.5000000000
498 101 383397202.0000000000
498 196 383397202.0000000000
499 103 318343871.5000000000
499 119 318343871.5000000000
506 106 94241909.5000000000
506 155 94241909.5000000000
505 506 94095486.0000000000
505 150 188337395.5000000000
504 505 25412168.0000000000
504 175 213749563.5000000000
503 504 85295511.0000000000
503 202 299045074.5000000000
502 503 41195222.5000000000
502 194 340240297.0000000000
501 502 54647165.0000000000
501 421 394887462.0000000000
500 501 28339750.0000000000
500 428 423227212.0000000000
507 118 165177578.5000000000
507 307 165177578.5000000000
508 121 207843997.5000000000
508 371 207843997.5000000000
509 123 9916944.5000000000
509 309 9916944.5000000000
510 126 34886288.5000000000
510 374 34886288.5000000000
511 133 41798664.5000000000
511 285 41798664.5000000000
512 136 183309332.0000000000
513 59 51501659.0000000000
513 274 51501659.0000000000
512 513 131807673.0000000000
514 147 454236118.5000000000
514 277 454236118.5000000000
515 148 424839413.0000000000
515 259 424839413.0000000000
516 151 57207972.0000000000
516 291 57207972.0000000000
517 159 445925013.5000000000
517 367 445925013.5000000000
518 160 478367711.5000000000
518 256 478367711.5000000000
519 2 177140198.0000000000
519 161 177140198.0000000000
520 172 331424642.5000000000
520 228 331424642.5000000000
521 124 400639624.0000000000
521 174 400639624.0000000000
522 7 195378772.0000000000
522 187 195378772.0000000000
523 189 479220270.5000000000
523 375 479220270.5000000000
524 193 209832994.0000000000
525 296 51012003.0000000000
525 332 51012003.0000000000
524 525 158820991.0000000000
526 197 469169886.5000000000
527 46 213963369.5000000000
527 329 213963369.5000000000
526 527 255206517.0000000000
528 226 10199300.0000000000
528 246 10199300.0000000000
529 75 44274854.0000000000
529 227 44274854.0000000000
530 1 98799810.0000000000
530 241 98799810.0000000000
531 260 258296401.5000000000
532 248 122639895.5000000000
532 337 122639895.5000000000
531 532 135656506.0000000000
533 71 205989805.0000000000
533 249 205989805.0000000000
534 255 130672670.5000000000
534 324 130672670.5000000000
535 396 421233767.0000000000
536 143 385469469.5000000000
538 261 124071208.0000000000
538 317 124071208.0000000000
537 538 192500374.0000000000
537 450 316571582.0000000000
536 537 68897887.5000000000
535 536 35764297.5000000000
540 262 405919368.0000000000
540 298 405919368.0000000000
539 540 60482086.0000000000
539 322 466401454.0000000000
541 127 89701528.0000000000
542 270 20622349.5000000000
542 321 20622349.5000000000
541 542 69079178.5000000000
544 56 6691207.5000000000
544 276 6691207.5000000000
543 544 40752229.5000000000
543 88 47443437.0000000000
545 81 275595968.0000000000
545 282 275595968.0000000000
546 283 263718512.5000000000
546 362 263718512.5000000000
548 111 25448731.5000000000
548 290 25448731.5000000000
547 548 215261884.5000000000
549 140 230221278.5000000000
549 271 230221278.5000000000
547 549 10489337.5000000000
550 153 204963777.5000000000
550 293 204963777.5000000000
551 301 331679901.0000000000
551 443 331679901.0000000000
552 341 400884642.0000000000
552 393 400884642.0000000000
553 310 249446464.5000000000
553 344 249446464.5000000000
554 134 35303213.5000000000
554 348 35303213.5000000000
555 163 251436013.5000000000
555 349 251436013.5000000000
556 204 183173055.0000000000
556 356 183173055.0000000000
557 370 369742371.5000000000
558 167 328367572.0000000000
558 395 328367572.0000000000
557 558 41374799.5000000000
559 12 399722393.0000000000
559 380 399722393.0000000000
560 97 52331554.0000000000
560 384 52331554.0000000000
561 164 301251707.5000000000
561 386 301251707.5000000000
562 391 110888391.0000000000
562 444 110888391.0000000000
563 240 305844060.0000000000
563 410 305844060.0000000000
564 58 43110980.5000000000
564 425 43110980.5000000000
565 418 14067767.0000000000
565 438 14067767.0000000000
566 198 264795846.5000000000
566 453 264795846.5000000000
568 5 40968504.0000000000
568 65 40968504.0000000000
567 568 247188821.0000000000
569 446 110119026.0000000000
569 454 110119026.0000000000
567 569 178038299.0000000000
570 414 199637946.5000000000
570 455 199637946.5000000000
571 9 23143153.0000000000
571 456 23143153.0000000000
573 224 212604634.0000000000
573 392 212604634.0000000000
572 573 39536705.0000000000
572 466 252141339.0000000000
574 419 428578806.0000000000
574 474 428578806.0000000000
575 3 499372090.0000000000
575 4 499372090.0000000000
575 6 499372090.0000000000
575 475 206039073.5000000000
575 476 6922320.0000000000
575 11 499372090.0000000000
575 13 499372090.0000000000
575 14 499372090.0000000000
575 15 499372090.0000000000
575 16 499372090.0000000000
575 17 499372090.0000000000
575 18 499372090.0000000000
575 479 0.0000000000
575 20 499372090.0000000000
575 21 499372090.0000000000
575 22 499372090.0000000000
575 23 499372090.0000000000
575 24 499372090.0000000000
575 25 499372090.0000000000
575 26 499372090.0000000000
575 27 499372090.0000000000
575 28 499372090.0000000000
575 29 499372090.0000000000
575 30 499372090.0000000000
575 484 201662207.0000000000
575 32 499372090.0000000000
575 485 124314766.5000000000
575 34 499372090.0000000000
575 486 214656780.0000000000
575 36 499372090.0000000000
575 488 130272041.0000000000
575 38 499372090.0000000000
575 39 499372090.0000000000
575 40 499372090.0000000000
575 41 499372090.0000000000
575 42 499372090.0000000000
575 44 499372090.0000000000
575 47 499372090.0000000000
575 48 499372090.0000000000
575 49 499372090.0000000000
575 50 499372090.0000000000
575 51 499372090.0000000000
575 52 499372090.0000000000
575 53 499372090.0000000000
575 54 499372090.0000000000
575 55 499372090.0000000000
575 489 119707777.5000000000
575 60 499372090.0000000000
575 61 499372090.0000000000
575 490 371872493.0000000000
575 63 499372090.0000000000
575 64 499372090.0000000000
575 68 499372090.0000000000
575 69 499372090.0000000000
575 70 499372090.0000000000
575 72 499372090.0000000000
575 73 499372090.0000000000
575 74 499372090.0000000000
575 76 499372090.0000000000
575 77 499372090.0000000000
575 491 380808939.0000000000
575 492 73143266.5000000000
575 82 499372090.0000000000
575 83 499372090.0000000000
575 493 157926866.0000000000
575 85 499372090.0000000000
575 86 499372090.0000000000
575 494 241136963.0000000000
575 89 499372090.0000000000
575 90 499372090.0000000000
575 91 499372090.0000000000
575 92 499372090.0000000000
575 93 499372090.0000000000
575 94 499372090.0000000000
575 495 321370118.5000000000
575 96 499372090.0000000000
575 497 89647617.5000000000
575 99 499372090.0000000000
575 100 499372090.0000000000
575 498 115974888.0000000000
575 102 499372090.0000000000
575 499 181028218.5000000000
575 105 499372090.0000000000
575 500 76144878.0000000000
575 110 499372090.0000000000
575 112 499372090.0000000000
575 113 499372090.0000000000
575 114 499372090.0000000000
575 115 499372090.0000000000
575 116 499372090.0000000000
575 117 499372090.0000000000
575 507 334194511.5000000000
575 120 499372090.0000000000
575 508 291528092.5000000000
575 122 499372090.0000000000
575 509 489455145.5000000000
575 125 499372090.0000000000
575 510 464485801.5000000000
575 128 499372090.0000000000
575 129 499372090.0000000000
575 130 499372090.0000000000
575 131 499372090.0000000000
575 511 457573425.5000000000
575 135 499372090.0000000000
575 512 316062758.0000000000
575 137 499372090.0000000000
575 138 499372090.0000000000
575 139 499372090.0000000000
575 141 499372090.0000000000
575 142 499372090.0000000000
575 144 499372090.0000000000
575 514 45135971.5000000000
575 515 74532677.0000000000
575 149 499372090.0000000000
575 516 442164118.0000000000
575 154 499372090.0000000000
575 156 499372090.0000000000
575 157 499372090.0000000000
575 158 499372090.0000000000
575 517 53447076.5000000000
575 518 21004378.5000000000
575 519 322231892.0000000000
575 162 499372090.0000000000
575 165 499372090.0000000000
575 166 499372090.0000000000
575 168 499372090.0000000000
575 169 499372090.0000000000
575 170 499372090.0000000000
575 171 499372090.0000000000
575 520 167947447.5000000000
575 173 499372090.0000000000
575 521 98732466.0000000000
575 177 499372090.0000000000
575 178 499372090.0000000000
575 179 499372090.0000000000
575 180 499372090.0000000000
575 181 499372090.0000000000
575 182 499372090.0000000000
575 183 499372090.0000000000
575 184 499372090.0000000000
575 185 499372090.0000000000
575 186 499372090.0000000000
575 522 303993318.0000000000
575 188 499372090.0000000000
575 523 20151819.5000000000
575 190 499372090.0000000000
575 191 499372090.0000000000
575 192 499372090.0000000000
575 524 289539096.0000000000
575 195 499372090.0000000000
575 526 30202203.5000000000
575 199 499372090.0000000000
575 200 499372090.0000000000
575 201 499372090.0000000000
575 203 499372090.0000000000
575 205 499372090.0000000000
575 206 499372090.0000000000
575 208 499372090.0000000000
575 209 499372090.0000000000
575 210 499372090.0000000000
575 211 499372090.0000000000
575 212 499372090.0000000000
575 213 499372090.0000000000
575 214 499372090.0000000000
575 215 499372090.0000000000
575 216 499372090.0000000000
575 217 499372090.0000000000
575 218 499372090.0000000000
575 219 499372090.0000000000
575 220 499372090.0000000000
575 221 499372090.0000000000
575 222 499372090.0000000000
575 223 499372090.0000000000
575 225 499372090.0000000000
575 528 489172790.0000000000
575 529 455097236.0000000000
575 229 499372090.0000000000
575 230 499372090.0000000000
575 231 499372090.0000000000
575 232 499372090.0000000000
575 233 499372090.0000000000
575 234 499372090.0000000000
575 235 499372090.0000000000
575 236 499372090.0000000000
575 238 499372090.0000000000
575 239 499372090.0000000000
575 530 400572280.0000000000
575 242 499372090.0000000000
575 243 499372090.0000000000
575 244 499372090.0000000000
575 245 499372090.0000000000
575 247 499372090.0000000000
575 531 241075688.5000000000
575 533 293382285.0000000000
575 251 499372090.0000000000
575 252 499372090.0000000000
575 253 499372090.0000000000
575 534 368699419.5000000000
575 257 499372090.0000000000
575 258 499372090.0000000000
575 535 78138323.0000000000
575 539 32970636.0000000000
575 263 499372090.0000000000
575 264 499372090.0000000000
575 265 499372090.0000000000
575 266 499372090.0000000000
575 267 499372090.0000000000
575 268 499372090.0000000000
575 269 499372090.0000000000
575 541 409670562.0000000000
575 272 499372090.0000000000
575 273 499372090.0000000000
575 275 499372090.0000000000
575 543 451928653.0000000000
575 278 499372090.0000000000
575 279 499372090.0000000000
575 280 499372090.0000000000
575 281 499372090.0000000000
575 545 223776122.0000000000
575 546 235653577.5000000000
575 284 499372090.0000000000
575 286 499372090.0000000000
575 287 499372090.0000000000
575 288 499372090.0000000000
575 289 499372090.0000000000
575 547 258661474.0000000000
575 292 499372090.0000000000
575 550 294408312.5000000000
575 294 499372090.0000000000
575 295 499372090.0000000000
575 297 499372090.0000000000
575 299 499372090.0000000000
575 551 167692189.0000000000
575 302 499372090.0000000000
575 303 499372090.0000000000
575 304 499372090.0000000000
575 305 499372090.0000000000
575 306 499372090.0000000000
575 308 499372090.0000000000
575 311 499372090.0000000000
575 312 499372090.0000000000
575 313 499372090.0000000000
575 314 499372090.0000000000
575 315 499372090.0000000000
575 316 499372090.0000000000
575 319 499372090.0000000000
575 320 499372090.0000000000
575 325 499372090.0000000000
575 326 499372090.0000000000
575 327 499372090.0000000000
575 328 499372090.0000000000
575 330 499372090.0000000000
575 331 499372090.0000000000
575 333 499372090.0000000000
575 334 499372090.0000000000
575 335 499372090.0000000000
575 336 499372090.0000000000
575 338 499372090.0000000000
575 339 499372090.0000000000
575 340 499372090.0000000000
575 552 98487448.0000000000
575 342 499372090.0000000000
575 343 499372090.0000000000
575 553 249925625.5000000000
575 345 499372090.0000000000
575 346 499372090.0000000000
575 347 499372090.0000000000
575 554 464068876.5000000000
575 555 247936076.5000000000
575 350 499372090.0000000000
575 351 499372090.0000000000
575 352 499372090.0000000000
575 353 499372090.0000000000
575 354 499372090.0000000000
575 355 499372090.0000000000
575 556 316199035.0000000000
575 357 499372090.0000000000
575 358 499372090.0000000000
575 359 499372090.0000000000
575 360 499372090.0000000000
575 361 499372090.0000000000
575 364 499372090.0000000000
575 365 499372090.0000000000
575 366 499372090.0000000000
575 368 499372090.0000000000
575 369 499372090.0000000000
575 557 129629718.5000000000
575 372 499372090.0000000000
575 373 499372090.0000000000
575 376 499372090.0000000000
575 377 499372090.0000000000
575 378 499372090.0000000000
575 379 499372090.0000000000
575 559 99649697.0000000000
575 381 499372090.0000000000
575 382 499372090.0000000000
575 383 499372090.0000000000
575 560 447040536.0000000000
575 385 499372090.0000000000
575 561 198120382.5000000000
575 387 499372090.0000000000
575 388 499372090.0000000000
575 389 499372090.0000000000
575 390 499372090.0000000000
575 562 388483699.0000000000
575 394 499372090.0000000000
575 397 499372090.0000000000
575 399 499372090.0000000000
575 400 499372090.0000000000
575 401 499372090.0000000000
575 402 499372090.0000000000
575 403 499372090.0000000000
575 404 499372090.0000000000
575 405 499372090.0000000000
575 406 499372090.0000000000
575 407 499372090.0000000000
575 408 499372090.0000000000
575 409 499372090.0000000000
575 563 193528030.0000000000
575 411 499372090.0000000000
575 412 499372090.0000000000
575 413 499372090.0000000000
575 415 499372090.0000000000
575 416 499372090.0000000000
575 417 499372090.0000000000
575 420 499372090.0000000000
575 422 499372090.0000000000
575 423 499372090.0000000000
575 424 499372090.0000000000
575 564 456261109.5000000000
575 426 499372090.0000000000
575 427 499372090.0000000000
575 429 499372090.0000000000
575 430 499372090.0000000000
575 431 499372090.0000000000
575 432 499372090.0000000000
575 433 499372090.0000000000
575 434 499372090.0000000000
575 435 499372090.0000000000
575 436 499372090.0000000000
575 437 499372090.0000000000
575 565 485304323.0000000000
575 439 499372090.0000000000
575 440 499372090.0000000000
575 441 499372090.0000000000
575 442 499372090.0000000000
575 445 499372090.0000000000
575 447 499372090.0000000000
575 448 499372090.0000000000
575 449 499372090.0000000000
575 451 499372090.0000000000
575 452 499372090.0000000000
575 566 234576243.5000000000
575 567 211214765.0000000000
575 570 299734143.5000000000
575 571 476228937.0000000000
575 457 499372090.0000000000
575 458 499372090.0000000000
575 459 499372090.0000000000
575 460 499372090.0000000000
575 461 499372090.0000000000
575 462 499372090.0000000000
575 463 499372090.0000000000
