1179 1179
1001 1 93883466.2500000000
1001 39 93883466.2500000000
1002 54 32777331.7500000000
1002 903 32777331.7500000000
1003 73 119369663.7500000000
1003 396 119369663.7500000000
1004 74 188100104.7500000000
1004 838 188100104.7500000000
1005 115 267429495.7500000000
1005 377 267429495.7500000000
1005 685 267429495.7500000000
1006 2 374161030.2500000000
1006 3 374161030.2500000000
1006 6 374161030.2500000000
1006 8 374161030.2500000000
1007 10 0.0000000000
1007 367 0.0000000000
1006 1007 374161030.2500000000
1008 11 111936858.7500000000
1008 62 111936858.7500000000
1008 642 111936858.7500000000
1006 1008 262224171.5000000000
1009 13 71704329.2500000000
1009 154 71704329.2500000000
1009 249 71704329.2500000000
1006 1009 302456701.0000000000
1010 14 118922717.7500000000
1010 196 118922717.7500000000
1010 524 118922717.7500000000
1006 1010 255238312.5000000000
1006 17 374161030.2500000000
1006 18 374161030.2500000000
1011 19 4464030.2500000000
1011 613 4464030.2500000000
1006 1011 369697000.0000000000
1006 22 374161030.2500000000
1006 24 374161030.2500000000
1012 28 71543304.2500000000
1012 231 71543304.2500000000
1006 1012 302617726.0000000000
1006 30 374161030.2500000000
1013 20 0.0000000000
1013 31 0.0000000000
1006 1013 374161030.2500000000
1006 32 374161030.2500000000
1006 35 374161030.2500000000
1006 45 374161030.2500000000
1006 46 374161030.2500000000
1006 47 374161030.2500000000
1014 49 49322557.7500000000
1014 317 49322557.7500000000
1006 1014 324838472.5000000000
1006 52 374161030.2500000000
1006 59 374161030.2500000000
1006 63 374161030.2500000000
1006 66 374161030.2500000000
1006 71 374161030.2500000000
1015 43 82809059.2500000000
1015 72 82809059.2500000000
1015 747 82809059.2500000000
1015 909 82809059.2500000000
1006 1015 291351971.0000000000
1016 75 95600459.7500000000
1016 567 95600459.7500000000
1016 659 95600459.7500000000
1016 896 95600459.7500000000
1006 1016 278560570.5000000000
1006 79 374161030.2500000000
1017 29 83802263.2500000000
1017 80 83802263.2500000000
1017 387 83802263.2500000000
1006 1017 290358767.0000000000
1018 84 0.0000000000
1018 166 0.0000000000
1018 488 0.0000000000
1018 682 0.0000000000
1006 1018 374161030.2500000000
1006 92 374161030.2500000000
1006 93 374161030.2500000000
1006 95 374161030.2500000000
1006 96 374161030.2500000000
1019 97 98141335.2500000000
1019 801 98141335.2500000000
1006 1019 276019695.0000000000
1020 7 116499235.2500000000
1020 56 116499235.2500000000
1020 104 116499235.2500000000
1020 130 116499235.2500000000
1020 178 116499235.2500000000
1020 292 116499235.2500000000
1020 313 116499235.2500000000
1020 393 116499235.2500000000
1020 572 116499235.2500000000
1020 607 116499235.2500000000
1020 644 116499235.2500000000
1020 693 116499235.2500000000
1020 724 116499235.2500000000
1020 858 116499235.2500000000
1020 888 116499235.2500000000
1020 894 116499235.2500000000
1020 932 116499235.2500000000
1006 1020 257661795.0000000000
1006 110 374161030.2500000000
1021 111 9041217.7500000000
1021 673 9041217.7500000000
1021 819 9041217.7500000000
1006 1021 365119812.5000000000
1022 112 83983011.2500000000
1022 551 83983011.2500000000
1022 742 83983011.2500000000
1006 1022 290178019.0000000000
1006 113 374161030.2500000000
1006 120 374161030.2500000000
1025 38 298440795.7500000000
1026 116 0.0000000000
1026 554 0.0000000000
1025 1026 298440795.7500000000
1025 121 298440795.7500000000
1027 145 0.0000000000
1027 177 0.0000000000
1025 1027 298440795.7500000000
1025 160 298440795.7500000000
1025 219 298440795.7500000000
1028 127 0.0000000000
1028 318 0.0000000000
1025 1028 298440795.7500000000
1025 353 298440795.7500000000
1025 385 298440795.7500000000
1025 438 298440795.7500000000
1025 545 298440795.7500000000
1029 560 23045870.2500000000
1029 621 23045870.2500000000
1029 999 23045870.2500000000
1025 1029 275394925.5000000000
1025 594 298440795.7500000000
1025 670 298440795.7500000000
1030 319 0.0000000000
1030 410 0.0000000000
1030 678 0.0000000000
1030 926 0.0000000000
1025 1030 298440795.7500000000
1031 86 46280354.2500000000
1031 125 46280354.2500000000
1031 163 46280354.2500000000
1031 214 46280354.2500000000
1031 215 46280354.2500000000
1031 230 46280354.2500000000
1031 270 46280354.2500000000
1031 346 46280354.2500000000
1031 460 46280354.2500000000
1031 472 46280354.2500000000
1031 570 46280354.2500000000
1031 585 46280354.2500000000
1031 628 46280354.2500000000
1031 654 46280354.2500000000
1031 684 46280354.2500000000
1031 749 46280354.2500000000
1031 793 46280354.2500000000
1031 797 46280354.2500000000
1031 799 46280354.2500000000
1031 891 46280354.2500000000
1031 899 46280354.2500000000
1031 930 46280354.2500000000
1031 939 46280354.2500000000
1025 1031 252160441.5000000000
1025 702 298440795.7500000000
1032 165 0.0000000000
1032 716 0.0000000000
1025 1032 298440795.7500000000
