1001 1001
1001 1 250000000.2500000000
1001 2 250000000.2500000000
1001 3 250000000.2500000000
1001 4 250000000.2500000000
1001 5 250000000.2500000000
1001 6 250000000.2500000000
1001 7 250000000.2500000000
1001 8 250000000.2500000000
1001 9 250000000.2500000000
1001 10 250000000.2500000000
1001 11 250000000.2500000000
1001 12 250000000.2500000000
1001 13 250000000.2500000000
1001 14 250000000.2500000000
1001 15 250000000.2500000000
1001 16 250000000.2500000000
1001 17 250000000.2500000000
1001 18 250000000.2500000000
1001 19 250000000.2500000000
1001 20 250000000.2500000000
1001 21 250000000.2500000000
1001 22 250000000.2500000000
1001 23 250000000.2500000000
1001 24 250000000.2500000000
1001 25 250000000.2500000000
1001 26 250000000.2500000000
1001 27 250000000.2500000000
1001 28 250000000.2500000000
1001 29 250000000.2500000000
1001 30 250000000.2500000000
1001 31 250000000.2500000000
1001 32 250000000.2500000000
1001 33 250000000.2500000000
1001 34 250000000.2500000000
1001 35 250000000.2500000000
1001 36 250000000.2500000000
1001 37 250000000.2500000000
1001 38 250000000.2500000000
1001 39 250000000.2500000000
1001 40 250000000.2500000000
1001 41 250000000.2500000000
1001 42 250000000.2500000000
1001 43 250000000.2500000000
1001 44 250000000.2500000000
1001 45 250000000.2500000000
1001 46 250000000.2500000000
1001 47 250000000.2500000000
1001 48 250000000.2500000000
1001 49 250000000.2500000000
1001 50 250000000.2500000000
1001 51 250000000.2500000000
1001 52 250000000.2500000000
1001 53 250000000.2500000000
1001 54 250000000.2500000000
1001 55 250000000.2500000000
1001 56 250000000.2500000000
1001 57 250000000.2500000000
1001 58 250000000.2500000000
1001 59 250000000.2500000000
1001 60 250000000.2500000000
1001 61 250000000.2500000000
1001 62 250000000.2500000000
1001 63 250000000.2500000000
1001 64 250000000.2500000000
1001 65 250000000.2500000000
1001 66 250000000.2500000000
1001 67 250000000.2500000000
1001 68 250000000.2500000000
1001 69 250000000.2500000000
1001 70 250000000.2500000000
1001 71 250000000.2500000000
1001 72 250000000.2500000000
1001 73 250000000.2500000000
1001 74 250000000.2500000000
1001 75 250000000.2500000000
1001 76 250000000.2500000000
1001 77 250000000.2500000000
1001 78 250000000.2500000000
1001 79 250000000.2500000000
1001 80 250000000.2500000000
1001 81 250000000.2500000000
1001 82 250000000.2500000000
1001 83 250000000.2500000000
1001 84 250000000.2500000000
1001 85 250000000.2500000000
1001 86 250000000.2500000000
1001 87 250000000.2500000000
1001 88 250000000.2500000000
1001 89 250000000.2500000000
1001 90 250000000.2500000000
1001 91 250000000.2500000000
1001 92 250000000.2500000000
1001 93 250000000.2500000000
1001 94 250000000.2500000000
1001 95 250000000.2500000000
1001 96 250000000.2500000000
1001 97 250000000.2500000000
1001 98 250000000.2500000000
1001 99 250000000.2500000000
1001 100 250000000.2500000000
1001 101 250000000.2500000000
1001 102 250000000.2500000000
1001 103 250000000.2500000000
1001 104 250000000.2500000000
1001 105 250000000.2500000000
1001 106 250000000.2500000000
1001 107 250000000.2500000000
1001 108 250000000.2500000000
1001 109 250000000.2500000000
1001 110 250000000.2500000000
1001 111 250000000.2500000000
1001 112 250000000.2500000000
1001 113 250000000.2500000000
1001 114 250000000.2500000000
1001 115 250000000.2500000000
1001 116 250000000.2500000000
1001 117 250000000.2500000000
1001 118 250000000.2500000000
1001 119 250000000.2500000000
1001 120 250000000.2500000000
1001 121 250000000.2500000000
1001 122 250000000.2500000000
1001 123 250000000.2500000000
1001 124 250000000.2500000000
1001 125 250000000.2500000000
1001 126 250000000.2500000000
1001 127 250000000.2500000000
1001 128 250000000.2500000000
1001 129 250000000.2500000000
1001 130 250000000.2500000000
1001 131 250000000.2500000000
1001 132 250000000.2500000000
1001 133 250000000.2500000000
1001 134 250000000.2500000000
1001 135 250000000.2500000000
1001 136 250000000.2500000000
1001 137 250000000.2500000000
1001 138 250000000.2500000000
1001 139 250000000.2500000000
1001 140 250000000.2500000000
1001 141 250000000.2500000000
1001 142 250000000.2500000000
1001 143 250000000.2500000000
1001 144 250000000.2500000000
1001 145 250000000.2500000000
1001 146 250000000.2500000000
1001 147 250000000.2500000000
1001 148 250000000.2500000000
1001 149 250000000.2500000000
1001 150 250000000.2500000000
1001 151 250000000.2500000000
1001 152 250000000.2500000000
1001 153 250000000.2500000000
1001 154 250000000.2500000000
1001 155 250000000.2500000000
1001 156 250000000.2500000000
1001 157 250000000.2500000000
1001 158 250000000.2500000000
1001 159 250000000.2500000000
1001 160 250000000.2500000000
1001 161 250000000.2500000000
1001 162 250000000.2500000000
1001 163 250000000.2500000000
1001 164 250000000.2500000000
1001 165 250000000.2500000000
1001 166 250000000.2500000000
1001 167 250000000.2500000000
1001 168 250000000.2500000000
1001 169 250000000.2500000000
1001 170 250000000.2500000000
1001 171 250000000.2500000000
1001 172 250000000.2500000000
1001 173 250000000.2500000000
1001 174 250000000.2500000000
1001 175 250000000.2500000000
1001 176 250000000.2500000000
1001 177 250000000.2500000000
1001 178 250000000.2500000000
1001 179 250000000.2500000000
1001 180 250000000.2500000000
1001 181 250000000.2500000000
1001 182 250000000.2500000000
1001 183 250000000.2500000000
1001 184 250000000.2500000000
1001 185 250000000.2500000000
1001 186 250000000.2500000000
1001 187 250000000.2500000000
1001 188 250000000.2500000000
1001 189 250000000.2500000000
1001 190 250000000.2500000000
1001 191 250000000.2500000000
1001 192 250000000.2500000000
1001 193 250000000.2500000000
1001 194 250000000.2500000000
1001 195 250000000.2500000000
1001 196 250000000.2500000000
1001 197 250000000.2500000000
1001 198 250000000.2500000000
1001 199 250000000.2500000000
1001 200 250000000.2500000000
1001 201 250000000.2500000000
1001 202 250000000.2500000000
1001 203 250000000.2500000000
1001 204 250000000.2500000000
1001 205 250000000.2500000000
1001 206 250000000.2500000000
1001 207 250000000.2500000000
1001 208 250000000.2500000000
1001 209 250000000.2500000000
1001 210 250000000.2500000000
1001 211 250000000.2500000000
1001 212 250000000.2500000000
1001 213 250000000.2500000000
1001 214 250000000.2500000000
1001 215 250000000.2500000000
1001 216 250000000.2500000000
1001 217 250000000.2500000000
1001 218 250000000.2500000000
1001 219 250000000.2500000000
1001 220 250000000.2500000000
1001 221 250000000.2500000000
1001 222 250000000.2500000000
1001 223 250000000.2500000000
1001 224 250000000.2500000000
1001 225 250000000.2500000000
1001 226 250000000.2500000000
1001 227 250000000.2500000000
1001 228 250000000.2500000000
1001 229 250000000.2500000000
1001 230 250000000.2500000000
1001 231 250000000.2500000000
1001 232 250000000.2500000000
1001 233 250000000.2500000000
1001 234 250000000.2500000000
1001 235 250000000.2500000000
1001 236 250000000.2500000000
1001 237 250000000.2500000000
1001 238 250000000.2500000000
1001 239 250000000.2500000000
1001 240 250000000.2500000000
1001 241 250000000.2500000000
1001 242 250000000.2500000000
1001 243 250000000.2500000000
1001 244 250000000.2500000000
1001 245 250000000.2500000000
1001 246 250000000.2500000000
1001 247 250000000.2500000000
1001 248 250000000.2500000000
1001 249 250000000.2500000000
1001 250 250000000.2500000000
1001 251 250000000.2500000000
1001 252 250000000.2500000000
1001 253 250000000.2500000000
1001 254 250000000.2500000000
1001 255 250000000.2500000000
1001 256 250000000.2500000000
1001 257 250000000.2500000000
1001 258 250000000.2500000000
1001 259 250000000.2500000000
1001 260 250000000.2500000000
1001 261 250000000.2500000000
