773 773
673 5 370690704.0000000000
673 155 370690704.0000000000
674 7 471169626.5000000000
674 136 471169626.5000000000
675 16 272813601.0000000000
675 299 272813601.0000000000
676 17 58025889.0000000000
676 369 58025889.0000000000
677 43 475519029.5000000000
677 118 475519029.5000000000
678 45 102337383.0000000000
678 610 102337383.0000000000
679 54 433817471.5000000000
679 486 433817471.5000000000
680 61 292737657.0000000000
680 568 292737657.0000000000
681 69 26228601.5000000000
681 441 26228601.5000000000
682 90 346267943.5000000000
682 94 346267943.5000000000
683 100 436891928.5000000000
683 397 436891928.5000000000
684 14 40468381.0000000000
684 108 40468381.0000000000
685 115 169840895.0000000000
685 507 169840895.0000000000
686 129 442847346.5000000000
686 628 442847346.5000000000
687 159 131005929.0000000000
687 344 131005929.0000000000
688 170 432787535.5000000000
688 273 432787535.5000000000
689 181 283242320.5000000000
689 183 283242320.5000000000
690 66 400552808.5000000000
690 184 400552808.5000000000
691 186 357584000.5000000000
691 509 357584000.5000000000
693 32 266905707.5000000000
693 195 266905707.5000000000
692 693 41223396.0000000000
692 341 308129103.5000000000
694 202 215123579.0000000000
695 207 60504623.5000000000
695 352 60504623.5000000000
694 695 154618955.5000000000
697 213 119935795.0000000000
697 470 119935795.0000000000
696 697 105524450.5000000000
698 211 130544778.5000000000
698 421 130544778.5000000000
696 698 94915467.0000000000
699 164 61594445.5000000000
699 248 61594445.5000000000
700 257 269479192.5000000000
700 663 269479192.5000000000
701 262 401245835.0000000000
702 116 274160760.5000000000
702 666 274160760.5000000000
701 702 127085074.5000000000
704 265 23689691.0000000000
704 409 23689691.0000000000
703 704 448612116.0000000000
703 632 472301807.0000000000
705 65 235864896.5000000000
705 266 235864896.5000000000
706 4 439020167.5000000000
706 277 439020167.5000000000
707 296 115247292.5000000000
707 608 115247292.5000000000
708 134 395180175.0000000000
708 332 395180175.0000000000
709 334 22865324.5000000000
709 447 22865324.5000000000
710 307 142020254.0000000000
710 335 142020254.0000000000
712 153 107888707.5000000000
712 339 107888707.5000000000
711 712 185714916.5000000000
711 448 293603624.0000000000
714 121 238566555.0000000000
714 343 238566555.0000000000
713 714 63060849.5000000000
713 484 301627404.5000000000
716 46 76208374.5000000000
716 144 76208374.5000000000
715 716 380176701.5000000000
717 196 102807497.0000000000
718 357 87949074.0000000000
718 627 87949074.0000000000
717 718 14858423.0000000000
715 717 353577579.0000000000
720 360 137309337.5000000000
721 556 70512545.5000000000
721 569 70512545.5000000000
720 721 66796792.0000000000
719 720 190402129.0000000000
719 637 327711466.5000000000
722 363 336562842.0000000000
722 581 336562842.0000000000
723 337 394702758.0000000000
724 192 117739764.5000000000
724 380 117739764.5000000000
723 724 276962993.5000000000
726 197 314422886.5000000000
726 336 314422886.5000000000
725 726 16354260.5000000000
725 382 330777147.0000000000
727 255 106744081.0000000000
727 383 106744081.0000000000
728 385 165133011.0000000000
728 548 165133011.0000000000
729 393 88632879.5000000000
729 660 88632879.5000000000
730 400 326771124.5000000000
731 404 282801180.0000000000
731 524 282801180.0000000000
730 731 43969944.5000000000
732 411 320792496.0000000000
732 462 320792496.0000000000
733 171 409689776.0000000000
733 417 409689776.0000000000
734 59 90162212.5000000000
734 427 90162212.5000000000
735 432 189274546.5000000000
735 485 189274546.5000000000
736 194 310168064.5000000000
736 438 310168064.5000000000
737 30 156201111.5000000000
738 440 81911440.0000000000
738 590 81911440.0000000000
737 738 74289671.5000000000
740 362 198647620.5000000000
740 379 198647620.5000000000
739 740 209586795.5000000000
739 443 408234416.0000000000
741 450 108247514.0000000000
741 654 108247514.0000000000
742 148 276030729.0000000000
742 472 276030729.0000000000
743 478 47713013.5000000000
743 559 47713013.5000000000
744 214 391115774.0000000000
744 494 391115774.0000000000
746 37 83992826.0000000000
746 498 83992826.0000000000
745 746 75143935.5000000000
745 591 159136761.5000000000
748 245 110833395.5000000000
748 551 110833395.5000000000
747 748 138374896.5000000000
750 58 46695313.5000000000
750 160 46695313.5000000000
749 750 40787883.5000000000
749 499 87483197.0000000000
747 749 161725095.0000000000
751 105 423616912.0000000000
751 513 423616912.0000000000
752 122 54484068.5000000000
752 534 54484068.5000000000
753 301 142755650.5000000000
753 536 142755650.5000000000
754 537 121985028.5000000000
754 631 121985028.5000000000
755 549 82954372.0000000000
755 594 82954372.0000000000
756 199 34090898.0000000000
756 553 34090898.0000000000
757 198 288241367.5000000000
757 565 288241367.5000000000
758 371 170069651.5000000000
758 575 170069651.5000000000
759 368 253095190.0000000000
759 582 253095190.0000000000
760 583 21703653.0000000000
760 613 21703653.0000000000
761 521 34254972.0000000000
761 588 34254972.0000000000
762 535 117551644.0000000000
762 618 117551644.0000000000
763 57 63348005.0000000000
763 623 63348005.0000000000
764 616 227320829.0000000000
764 625 227320829.0000000000
765 10 133404983.5000000000
765 634 133404983.5000000000
766 359 54099631.5000000000
766 638 54099631.5000000000
769 324 56440012.0000000000
769 497 56440012.0000000000
768 769 105540099.0000000000
768 577 161980111.0000000000
767 768 74787712.0000000000
767 646 236767823.0000000000
770 609 148565602.5000000000
770 650 148565602.5000000000
