1002 1002
1001 1 500000000.0000000000
1001 2 500000000.0000000000
1002 1001 0.0000000000
1002 3 500000000.0000000000
1002 4 500000000.0000000000
1002 5 500000000.0000000000
1002 6 500000000.0000000000
1002 7 500000000.0000000000
1002 8 500000000.0000000000
1002 9 500000000.0000000000
1002 10 500000000.0000000000
1002 11 500000000.0000000000
1002 12 500000000.0000000000
1002 13 500000000.0000000000
1002 14 500000000.0000000000
1002 15 500000000.0000000000
1002 16 500000000.0000000000
1002 17 500000000.0000000000
1002 18 500000000.0000000000
1002 19 500000000.0000000000
1002 20 500000000.0000000000
1002 21 500000000.0000000000
1002 22 500000000.0000000000
1002 23 500000000.0000000000
1002 24 500000000.0000000000
1002 25 500000000.0000000000
1002 26 500000000.0000000000
1002 27 500000000.0000000000
1002 28 500000000.0000000000
1002 29 500000000.0000000000
1002 30 500000000.0000000000
1002 31 500000000.0000000000
1002 32 500000000.0000000000
1002 33 500000000.0000000000
1002 34 500000000.0000000000
1002 35 500000000.0000000000
1002 36 500000000.0000000000
1002 37 500000000.0000000000
1002 38 500000000.0000000000
1002 39 500000000.0000000000
1002 40 500000000.0000000000
1002 41 500000000.0000000000
1002 42 500000000.0000000000
1002 43 500000000.0000000000
1002 44 500000000.0000000000
1002 45 500000000.0000000000
1002 46 500000000.0000000000
1002 47 500000000.0000000000
1002 48 500000000.0000000000
1002 49 500000000.0000000000
1002 50 500000000.0000000000
1002 51 500000000.0000000000
1002 52 500000000.0000000000
1002 53 500000000.0000000000
1002 54 500000000.0000000000
1002 55 500000000.0000000000
1002 56 500000000.0000000000
1002 57 500000000.0000000000
1002 58 500000000.0000000000
1002 59 500000000.0000000000
1002 60 500000000.0000000000
1002 61 500000000.0000000000
1002 62 500000000.0000000000
1002 63 500000000.0000000000
1002 64 500000000.0000000000
1002 65 500000000.0000000000
1002 66 500000000.0000000000
1002 67 500000000.0000000000
1002 68 500000000.0000000000
1002 69 500000000.0000000000
1002 70 500000000.0000000000
1002 71 500000000.0000000000
1002 72 500000000.0000000000
1002 73 500000000.0000000000
1002 74 500000000.0000000000
1002 75 500000000.0000000000
1002 76 500000000.0000000000
1002 77 500000000.0000000000
1002 78 500000000.0000000000
1002 79 500000000.0000000000
1002 80 500000000.0000000000
1002 81 500000000.0000000000
1002 82 500000000.0000000000
1002 83 500000000.0000000000
1002 84 500000000.0000000000
1002 85 500000000.0000000000
1002 86 500000000.0000000000
1002 87 500000000.0000000000
1002 88 500000000.0000000000
1002 89 500000000.0000000000
1002 90 500000000.0000000000
1002 91 500000000.0000000000
1002 92 500000000.0000000000
1002 93 500000000.0000000000
1002 94 500000000.0000000000
1002 95 500000000.0000000000
1002 96 500000000.0000000000
1002 97 500000000.0000000000
1002 98 500000000.0000000000
1002 99 500000000.0000000000
1002 100 500000000.0000000000
1002 101 500000000.0000000000
1002 102 500000000.0000000000
1002 103 500000000.0000000000
1002 104 500000000.0000000000
