1002 1002
1001 1 0.5000000000
1001 2 0.5000000000
1002 1001 0.0000000000
1002 3 0.5000000000
1002 4 0.5000000000
1002 5 0.5000000000
1002 6 0.5000000000
1002 7 0.5000000000
1002 8 0.5000000000
1002 9 0.5000000000
1002 10 0.5000000000
1002 11 0.5000000000
1002 12 0.5000000000
1002 13 0.5000000000
1002 14 0.5000000000
1002 15 0.5000000000
1002 16 0.5000000000
1002 17 0.5000000000
1002 18 0.5000000000
1002 19 0.5000000000
1002 20 0.5000000000
1002 21 0.5000000000
1002 22 0.5000000000
1002 23 0.5000000000
1002 24 0.5000000000
1002 25 0.5000000000
1002 26 0.5000000000
1002 27 0.5000000000
1002 28 0.5000000000
1002 29 0.5000000000
1002 30 0.5000000000
1002 31 0.5000000000
1002 32 0.5000000000
1002 33 0.5000000000
1002 34 0.5000000000
1002 35 0.5000000000
1002 36 0.5000000000
1002 37 0.5000000000
1002 38 0.5000000000
1002 39 0.5000000000
1002 40 0.5000000000
1002 41 0.5000000000
1002 42 0.5000000000
1002 43 0.5000000000
1002 44 0.5000000000
1002 45 0.5000000000
1002 46 0.5000000000
1002 47 0.5000000000
1002 48 0.5000000000
1002 49 0.5000000000
1002 50 0.5000000000
1002 51 0.5000000000
1002 52 0.5000000000
1002 53 0.5000000000
1002 54 0.5000000000
1002 55 0.5000000000
1002 56 0.5000000000
1002 57 0.5000000000
1002 58 0.5000000000
1002 59 0.5000000000
1002 60 0.5000000000
1002 61 0.5000000000
1002 62 0.5000000000
1002 63 0.5000000000
1002 64 0.5000000000
1002 65 0.5000000000
1002 66 0.5000000000
1002 67 0.5000000000
1002 68 0.5000000000
1002 69 0.5000000000
1002 70 0.5000000000
1002 71 0.5000000000
1002 72 0.5000000000
1002 73 0.5000000000
1002 74 0.5000000000
1002 75 0.5000000000
1002 76 0.5000000000
1002 77 0.5000000000
1002 78 0.5000000000
1002 79 0.5000000000
1002 80 0.5000000000
1002 81 0.5000000000
1002 82 0.5000000000
1002 83 0.5000000000
1002 84 0.5000000000
1002 85 0.5000000000
1002 86 0.5000000000
1002 87 0.5000000000
1002 88 0.5000000000
1002 89 0.5000000000
1002 90 0.5000000000
1002 91 0.5000000000
1002 92 0.5000000000
1002 93 0.5000000000
1002 94 0.5000000000
1002 95 0.5000000000
1002 96 0.5000000000
1002 97 0.5000000000
1002 98 0.5000000000
1002 99 0.5000000000
1002 100 0.5000000000
1002 101 0.5000000000
1002 102 0.5000000000
1002 103 0.5000000000
1002 104 0.5000000000
1002 105 0.5000000000
1002 106 0.5000000000
1002 107 0.5000000000
1002 108 0.5000000000
1002 109 0.5000000000
1002 110 0.5000000000
1002 111 0.5000000000
1002 112 0.5000000000
1002 113 0.5000000000
1002 114 0.5000000000
1002 115 0.5000000000
1002 116 0.5000000000
1002 117 0.5000000000
1002 118 0.5000000000
1002 119 0.5000000000
1002 120 0.5000000000
1002 121 0.5000000000
1002 122 0.5000000000
1002 123 0.5000000000
1002 124 0.5000000000
1002 125 0.5000000000
1002 126 0.5000000000
1002 127 0.5000000000
1002 128 0.5000000000
1002 129 0.5000000000
1002 130 0.5000000000
1002 131 0.5000000000
1002 132 0.5000000000
1002 133 0.5000000000
1002 134 0.5000000000
1002 135 0.5000000000
1002 136 0.5000000000
1002 137 0.5000000000
1002 138 0.5000000000
1002 139 0.5000000000
1002 140 0.5000000000
1002 141 0.5000000000
1002 142 0.5000000000
1002 143 0.5000000000
1002 144 0.5000000000
1002 145 0.5000000000
1002 146 0.5000000000
1002 147 0.5000000000
1002 148 0.5000000000
1002 149 0.5000000000
1002 150 0.5000000000
1002 151 0.5000000000
1002 152 0.5000000000
1002 153 0.5000000000
1002 154 0.5000000000
1002 155 0.5000000000
1002 156 0.5000000000
1002 157 0.5000000000
1002 158 0.5000000000
1002 159 0.5000000000
1002 160 0.5000000000
1002 161 0.5000000000
1002 162 0.5000000000
1002 163 0.5000000000
1002 164 0.5000000000
1002 165 0.5000000000
1002 166 0.5000000000
