54 46
46 1 254814587.2500000000
46 2 254814587.2500000000
47 3 156844253.2500000000
47 4 156844253.2500000000
47 5 156844253.2500000000
47 27 156844253.2500000000
47 30 156844253.2500000000
46 47 97970334.0000000000
48 6 0.0000000000
48 39 0.0000000000
46 48 254814587.2500000000
49 8 0.0000000000
49 17 0.0000000000
46 49 254814587.2500000000
46 9 254814587.2500000000
46 10 254814587.2500000000
46 11 254814587.2500000000
46 12 254814587.2500000000
46 14 254814587.2500000000
46 21 254814587.2500000000
50 7 0.0000000000
50 24 0.0000000000
46 50 254814587.2500000000
46 29 254814587.2500000000
51 13 246068857.2500000000
51 15 246068857.2500000000
52 16 0.0000000000
52 18 0.0000000000
51 52 246068857.2500000000
51 19 246068857.2500000000
51 20 246068857.2500000000
51 22 246068857.2500000000
51 23 246068857.2500000000
51 25 246068857.2500000000
51 26 246068857.2500000000
51 28 246068857.2500000000
51 32 246068857.2500000000
53 33 0.0000000000
53 34 0.0000000000
51 53 246068857.2500000000
51 35 246068857.2500000000
51 43 246068857.2500000000
51 44 246068857.2500000000
46 51 8745730.0000000000
54 31 165102232.7500000000
54 36 165102232.7500000000
54 37 165102232.7500000000
54 38 165102232.7500000000
46 54 89712354.5000000000
46 40 254814587.2500000000
46 41 254814587.2500000000
46 42 254814587.2500000000
46 45 254814587.2500000000
